Vmag,Plx,B-V,SpType,Luminousity Classes,label
6.05,2.93,1.58,K5III,III,2
8.27,8.17,0.795,G5IV,V,4
6.75,7.5,1.127,K1II,II,1
8.92,12.57,0.609,G0V,V,4
7.73,6.03,0.33,A9IV,V,4
6.44,31.01,0.594,G3V,V,4
8.03,3.71,1.077,K0III,III,2
7.1,17.88,0.5,F5V,V,4
5.42,7.86,1.556,M0III,III,2
9.62,26.64,1.128,K5V,V,4
9.75,0.28,0.42,F0V,V,4
7.79,4.52,1.086,K1III,III,2
6.26,8.58,1.09,K0III,III,2
9.14,2.01,0.973,K0III,III,2
7.14,3.74,0.318,A9V,V,4
8.51,6.45,0.446,F3V,V,4
8.56,3.42,1.008,G8IV,V,4
6.28,7.03,0.916,G5III,III,2
9.13,3.68,1.066,K1III,III,2
9.25,15.85,0.864,K1III,III,2
9.84,1.04,0.398,F2V,V,4
9.06,6.43,0.404,F0V,V,4
8.95,2.68,1.036,K1III,III,2
8.46,20.6,0.748,G6V,V,4
7.35,2.58,1.616,K5III,III,2
9.0,5.99,0.526,F7V,V,4
9.9,-6.82,0.577,G1V,V,4
9.07,10.93,0.68,G3V,V,4
8.02,4.4,0.97,G4III,III,2
7.68,1.99,1.491,K4III,III,2
8.93,3.49,0.377,F0V,V,4
9.42,8.96,0.61,G1V,V,4
10.22,4.13,0.591,F6V,V,4
8.72,5.64,0.267,A2III,III,2
8.53,9.21,0.464,F5V,V,4
8.82,15.28,0.602,G1V,V,4
7.62,13.2,0.465,F5V,V,4
7.0,7.1,1.06,K2III,III,2
8.86,3.0,1.111,K0III,III,2
9.1,6.03,0.638,G3V,V,4
9.19,8.06,0.626,G1V,V,4
8.15,5.98,1.03,K1III,III,2
9.29,6.99,0.483,F3V,V,4
9.09,3.37,1.104,K1III,III,2
8.14,2.71,0.972,G8III,III,2
9.11,3.53,0.489,F3V,V,4
5.72,3.82,1.545,M0III,III,2
5.2,17.62,0.271,A7III,III,2
9.56,4.21,0.986,K1IV,V,4
9.54,0.33,1.194,K1III,III,2
8.94,6.56,1.016,K1III,III,2
8.51,11.77,0.613,G3V,V,4
8.94,6.02,0.756,G5V,V,4
9.31,2.98,1.045,K1III,III,2
9.75,2.37,0.808,G6V,V,4
5.17,18.08,0.128,A3V,V,4
5.67,22.19,0.367,F2V,V,4
8.15,12.28,0.488,F5V,V,4
6.18,7.77,0.315,F2III,III,2
7.97,3.15,1.086,K0III,III,2
6.6,7.19,1.141,K1III,III,2
8.86,2.26,1.141,K1III,III,2
7.55,9.86,0.506,F5V,V,4
9.07,2.49,0.988,K0III,III,2
8.7,2.07,1.055,G8III,III,2
7.39,2.05,-0.013,B2V,V,4
8.19,3.64,0.97,K1III,III,2
6.18,25.37,0.883,K0IV,V,4
8.79,-1.25,1.282,K2III,III,2
8.41,1.88,1.486,K3III,III,2
8.51,10.69,0.553,F7V,V,4
8.71,3.68,1.141,K2III,III,2
8.92,9.19,0.593,F8V,V,4
7.73,4.76,1.138,K1III,III,2
9.54,7.24,0.36,F2V,V,4
8.41,5.86,0.398,F0V,V,4
9.27,16.21,0.804,K0V,V,4
7.53,4.86,0.143,A3V,V,4
8.11,3.63,1.109,K1III,III,2
7.83,6.13,0.918,G8III,III,2
4.76,18.97,0.018,A0V,V,4
6.18,4.55,-0.1,B6V,V,4
8.08,-1.59,1.127,G5III,III,2
7.17,5.08,1.352,K4III,III,2
4.36,23.35,-0.064,B9V,V,4
4.53,18.95,0.147,A2V,V,4
9.7,1.43,0.552,F3V,V,4
5.59,8.29,1.163,K2III,III,2
9.64,13.68,0.817,K0V,V,4
9.37,6.86,0.521,F6V,V,4
9.52,6.93,0.651,G3V,V,4
6.87,3.59,1.638,K5III,III,2
8.84,2.31,1.05,K1III,III,2
7.52,1.9,1.211,K2III,III,2
8.27,13.78,0.58,G1V,V,4
8.54,21.4,0.84,K0V,V,4
9.74,6.25,0.486,F6V,V,4
6.74,9.62,0.191,A5IV,V,4
8.11,4.05,0.958,K0III,III,2
8.97,-0.12,1.314,K3III,III,2
9.11,2.94,1.092,K0III,III,2
9.36,19.65,0.928,K2V,V,4
8.91,5.9,0.905,G8V,V,4
8.49,5.49,1.107,K1IV,V,4
6.68,3.64,0.084,A2IV,V,4
5.38,12.69,1.069,K0III,III,2
8.9,10.45,0.735,G5V,V,4
5.07,21.52,0.038,A0V,V,4
6.91,3.56,1.249,K2III,III,2
6.26,6.95,0.965,G8II,II,1
8.76,13.63,0.666,G5V,V,4
8.94,1.91,0.366,F0V,V,4
8.61,3.02,1.024,K0III,III,2
6.9,8.73,0.508,F6III,III,2
8.56,-2.25,1.477,K3III,III,2
7.64,3.42,1.473,K5III,III,2
5.93,8.68,1.037,K0III,III,2
9.27,5.71,1.03,K1IV,V,4
7.47,3.52,0.285,A8V,V,4
9.11,3.8,1.376,K3III,III,2
10.23,3.89,0.642,G2V,V,4
8.88,6.96,0.491,F7V,V,4
8.55,2.18,1.179,K1III,III,2
6.11,6.65,0.265,A7IV,V,4
9.1,8.02,0.651,G3V,V,4
9.89,-0.24,0.411,F2V,V,4
7.21,6.34,0.0,A1V,V,4
7.27,13.56,0.609,G1V,V,4
7.86,7.55,0.363,F0V,V,4
8.43,1.93,0.94,G6III,III,2
5.55,6.56,1.262,K1III,III,2
7.42,5.97,-0.016,A0V,V,4
8.23,10.0,0.465,F5V,V,4
8.13,3.3,1.381,K3III,III,2
7.47,5.53,0.94,G4III,III,2
8.31,4.67,0.971,K1IV,V,4
7.66,4.1,1.298,K4III,III,2
8.01,1.79,1.525,M3III,III,2
6.88,8.21,0.18,A5IV,V,4
6.47,5.77,-0.049,B9III,III,2
6.8,5.71,1.293,K3III,III,2
9.39,5.83,0.513,F5V,V,4
8.07,16.11,0.517,F7V,V,4
8.35,1.68,1.29,K0III,III,2
10.19,3.9,0.37,F5V,V,4
7.42,3.7,1.132,K1III,III,2
9.12,11.7,0.676,G3V,V,4
9.75,2.96,0.735,F8V,V,4
9.56,21.78,1.05,K5V,V,4
8.59,5.54,0.146,A0V,V,4
9.68,7.3,0.428,F3V,V,4
8.59,2.45,1.033,K0III,III,2
9.02,10.31,0.44,F2V,V,4
8.02,34.52,0.87,K0IV,V,4
9.56,9.64,0.61,G3V,V,4
8.55,34.04,0.854,K3V,V,4
7.62,6.24,0.98,G8III,III,2
8.76,8.92,0.391,F0V,V,4
8.76,18.13,0.602,G3V,V,4
9.62,5.84,0.481,F6V,V,4
8.62,11.34,0.587,G0V,V,4
8.81,5.16,0.411,F2V,V,4
8.36,5.61,0.441,F3V,V,4
7.78,2.82,1.371,K3III,III,2
8.0,2.84,1.034,K0III,III,2
5.94,17.97,0.444,F5IV,V,4
8.23,7.21,0.287,A7V,V,4
6.04,12.88,1.001,K0IV,V,4
7.45,34.3,0.726,G8V,V,4
8.62,6.66,0.403,F0V,V,4
8.61,3.27,0.093,A1V,V,4
5.51,27.61,0.461,F6V,V,4
9.72,3.69,0.1,G5V,V,4
9.67,6.27,0.474,F5V,V,4
9.05,4.62,0.354,F3IV,V,4
9.11,1.74,0.99,G8IV,V,4
7.84,3.27,0.896,G5III,III,2
8.06,3.8,1.126,K1III,III,2
6.32,26.59,0.517,F7V,V,4
9.8,5.9,0.536,F6V,V,4
6.91,16.71,0.368,F2V,V,4
9.1,5.76,0.682,G0V,V,4
6.45,7.03,1.063,K0III,III,2
8.18,2.32,1.281,K2III,III,2
8.4,23.21,0.78,K0V,V,4
7.08,4.11,1.641,M0III,III,2
7.88,14.56,0.447,F3V,V,4
5.08,6.45,-0.098,B7III,III,2
9.27,7.87,0.673,G3V,V,4
7.23,5.5,1.092,K2III,III,2
8.49,6.86,0.38,F0V,V,4
8.73,0.47,1.326,K2III,III,2
7.52,1.76,-0.096,B2V,V,4
9.26,6.38,0.483,F5V,V,4
8.83,12.35,0.551,F8V,V,4
9.51,11.73,0.595,G2V,V,4
8.39,10.25,0.469,F5IV,V,4
8.81,2.72,1.473,M3II,II,1
8.4,3.44,1.147,K2III,III,2
8.04,5.89,0.206,A7V,V,4
10.1,4.33,0.46,F5V,V,4
8.32,2.76,1.154,K0III,III,2
7.8,7.65,0.445,F3IV,V,4
5.14,4.97,1.587,K5III,III,2
7.94,13.78,0.824,G2V,V,4
10.78,1.25,0.328,A8V,V,4
4.34,4.97,-0.123,B5V,V,4
3.69,5.46,-0.196,B2IV,V,4
7.64,4.53,0.317,F0III,III,2
10.09,2.01,0.349,F0V,V,4
6.18,9.75,1.17,K2III,III,2
8.74,1.81,0.98,G8III,III,2
9.9,3.97,0.453,F0V,V,4
8.27,8.82,0.641,G3V,V,4
5.45,3.19,0.886,G5III,III,2
6.99,22.29,0.723,G8V,V,4
9.36,2.29,1.029,K0III,III,2
9.11,4.18,1.247,K2III,III,2
8.57,0.27,1.082,G8III,III,2
8.95,4.78,0.392,F3V,V,4
6.43,5.65,1.339,K4III,III,2
8.77,3.36,1.393,K3III,III,2
7.87,2.63,1.176,K1III,III,2
8.64,1.8,1.288,M6III,III,2
8.55,6.54,0.427,F0V,V,4
6.84,6.72,1.101,K1III,III,2
8.57,4.01,0.89,G8III,III,2
8.8,5.85,0.511,F6V,V,4
8.59,3.07,0.995,K0III,III,2
9.02,4.84,0.488,F0IV,V,4
9.03,4.83,0.824,G6V,V,4
8.94,1.56,1.419,K4III,III,2
7.96,7.76,0.181,A4V,V,4
6.64,4.46,1.301,K2III,III,2
7.37,9.56,0.611,G0V,V,4
7.91,5.47,1.091,K0III,III,2
9.43,6.64,0.513,F6V,V,4
9.97,6.87,0.706,G3V,V,4
8.81,5.71,0.512,F7V,V,4
7.41,12.46,0.496,F6V,V,4
9.25,9.57,0.465,F5V,V,4
8.87,5.6,0.524,F6V,V,4
9.21,24.02,0.846,K0V,V,4
8.77,14.61,0.59,G0V,V,4
9.32,2.61,0.923,G8III,III,2
8.63,2.49,1.156,K1III,III,2
9.02,4.72,0.405,F2IV,V,4
8.87,2.8,0.434,F2V,V,4
8.85,4.54,1.273,K2III,III,2
9.26,7.5,0.61,G3V,V,4
8.96,5.89,0.503,F5V,V,4
7.74,26.42,0.754,G8V,V,4
6.43,4.47,1.482,K4III,III,2
8.31,7.07,0.584,F7V,V,4
8.24,1.92,0.926,K0III,III,2
7.77,9.25,0.231,A5V,V,4
8.62,1.54,0.94,G8III,III,2
8.1,1.5,1.227,K1III,III,2
6.92,4.14,1.383,K3III,III,2
8.51,4.99,0.295,A9V,V,4
5.45,2.45,1.644,K5III,III,2
7.34,21.79,0.633,G2V,V,4
8.67,2.52,1.157,K1III,III,2
5.88,90.03,0.85,K0V,V,4
8.83,14.72,0.59,G0V,V,4
7.84,1.71,1.274,K2III,III,2
9.52,2.48,0.261,A6V,V,4
6.81,6.18,1.26,K5III,III,2
9.36,8.2,0.724,G5V,V,4
9.31,1.66,1.285,K2III,III,2
8.46,8.79,0.575,F8V,V,4
9.47,2.76,0.442,F3V,V,4
8.57,1.61,0.188,A6V,V,4
7.72,7.38,0.542,F6IV,V,4
9.27,8.65,0.465,F2V,V,4
6.68,24.12,0.519,F7V,V,4
8.5,6.69,0.447,F3V,V,4
8.76,13.44,0.584,G0V,V,4
8.03,7.33,0.243,A8V,V,4
8.43,3.84,1.086,K0III,III,2
8.56,4.1,1.043,G8IV,V,4
9.1,6.21,0.553,F8V,V,4
8.38,2.3,1.298,K2III,III,2
8.69,5.45,0.549,F8V,V,4
8.16,16.01,0.521,F6V,V,4
7.98,3.78,1.061,K0III,III,2
9.51,5.84,0.451,F3V,V,4
5.89,39.26,0.564,G1V,V,4
7.26,-0.02,1.92,K5III,III,2
6.49,6.48,0.91,G8III,III,2
8.71,2.73,1.106,K1III,III,2
8.8,19.11,0.71,G5V,V,4
6.75,4.87,0.996,K0III,III,2
8.95,7.26,0.513,F5V,V,4
5.9,5.66,1.091,K0III,III,2
9.05,4.72,0.491,F5V,V,4
8.78,23.09,0.747,G6V,V,4
8.34,4.09,0.246,A5V,V,4
9.78,1.11,0.598,G0V,V,4
8.45,5.05,0.927,G5III,III,2
7.36,57.9,0.937,K2V,V,4
9.34,1.84,1.095,K1III,III,2
7.37,21.91,0.539,F7V,V,4
7.6,17.45,0.458,F4V,V,4
8.32,3.76,0.1,A1V,V,4
9.38,5.79,0.505,F7V,V,4
8.23,2.57,1.154,K1III,III,2
9.6,9.55,0.712,G3V,V,4
7.05,6.57,1.05,K1III,III,2
9.87,4.92,0.418,F2V,V,4
5.3,9.47,0.891,G8III,III,2
9.36,13.75,0.64,G3V,V,4
4.59,13.19,0.953,G8III,III,2
8.75,0.29,1.771,K7III,III,2
7.68,2.87,1.549,K4III,III,2
9.03,2.52,1.082,K1III,III,2
8.8,4.56,0.908,G8IV,V,4
8.45,3.4,0.098,A2V,V,4
8.77,14.87,0.531,F8V,V,4
9.89,7.72,0.609,G0V,V,4
8.52,-0.78,1.622,M0III,III,2
9.48,13.09,0.735,G6IV,V,4
7.95,4.08,0.979,G9III,III,2
9.65,7.05,0.46,F2V,V,4
6.78,5.96,1.348,K3III,III,2
8.15,16.84,0.543,F7V,V,4
9.34,3.31,0.11,A2V,V,4
9.21,6.73,0.566,G0V,V,4
7.59,16.16,0.515,F8V,V,4
10.14,9.09,0.596,G0V,V,4
5.38,24.59,0.515,F6V,V,4
9.84,5.02,0.434,F3V,V,4
8.87,18.19,0.702,G3V,V,4
7.07,1.87,1.605,M1III,III,2
6.94,0.22,0.059,B1III,III,2
7.01,6.41,0.192,A6V,V,4
5.99,13.73,1.318,K5III,III,2
8.75,9.61,0.518,F5V,V,4
7.06,5.77,1.52,K5III,III,2
8.74,2.68,1.118,K1III,III,2
9.87,6.12,0.383,G3V,V,4
8.29,2.49,1.32,K2III,III,2
9.6,2.62,0.415,F2V,V,4
10.22,1.22,0.42,F0V,V,4
8.66,1.92,1.331,K0II,II,1
7.88,22.7,0.716,G5V,V,4
9.29,3.27,1.05,K0III,III,2
7.69,4.71,0.991,K0III,III,2
9.15,5.83,0.504,F6V,V,4
6.98,6.72,1.046,K0III,III,2
8.23,6.14,0.513,F6V,V,4
4.36,13.57,0.024,A0IV,V,4
8.04,0.08,1.51,K4III,III,2
8.94,8.68,0.507,F6V,V,4
4.95,18.71,0.17,A5V,V,4
2.04,34.04,1.019,K0III,III,2
8.66,4.01,0.391,F2V,V,4
9.66,14.15,0.684,G5V,V,4
8.65,6.37,0.493,F6V,V,4
9.21,6.61,0.571,G1V,V,4
8.14,1.66,1.18,K0III,III,2
7.63,13.46,0.491,F5V,V,4
6.01,18.76,1.107,K1III,III,2
9.87,2.58,0.97,G6III,III,2
9.82,0.95,1.477,K5III,III,2
7.57,10.1,0.509,F8V,V,4
9.04,10.82,0.545,F8V,V,4
5.9,8.76,1.144,K1III,III,2
6.86,9.56,0.139,A3V,V,4
9.05,11.66,0.566,F7V,V,4
9.06,5.51,0.483,F5V,V,4
9.34,10.33,0.651,G3V,V,4
7.72,2.9,0.028,A0V,V,4
9.76,5.27,0.487,F3V,V,4
7.78,30.58,0.664,G5V,V,4
7.58,13.76,0.516,F6V,V,4
9.64,3.1,0.2,B9IV,V,4
8.13,12.31,0.414,F5V,V,4
6.61,4.96,1.079,K0III,III,2
8.3,8.68,0.389,F2V,V,4
6.55,45.76,0.655,G3V,V,4
9.32,4.03,1.197,K1IV,V,4
4.48,3.6,-0.069,B5III,III,2
5.22,35.92,0.35,F0V,V,4
7.66,4.79,1.034,K0III,III,2
9.95,4.01,0.5,F6V,V,4
8.93,5.63,0.376,F0V,V,4
9.08,6.86,0.398,A9V,V,4
9.51,3.01,1.075,K1III,III,2
5.94,15.01,0.297,A7V,V,4
8.67,2.2,1.144,K0III,III,2
8.95,3.96,0.443,F0V,V,4
7.24,4.98,1.059,K0III,III,2
6.15,22.09,0.524,F7III,III,2
8.03,45.43,0.983,K2V,V,4
9.19,6.09,0.636,G2V,V,4
8.95,6.12,0.4,F3V,V,4
8.99,6.99,0.549,F6V,V,4
8.99,0.05,1.177,K0III,III,2
7.62,6.23,0.293,A9IV,V,4
6.15,2.93,1.652,M0III,III,2
9.25,13.63,0.666,G3V,V,4
9.14,6.64,0.462,F5V,V,4
6.15,31.39,0.603,G2V,V,4
9.38,5.23,0.478,F3V,V,4
5.64,11.24,0.078,A2IV,V,4
9.27,4.51,1.046,K0III,III,2
9.05,0.28,1.561,M1III,III,2
6.47,11.38,0.314,F0IV,V,4
7.88,25.89,0.677,G5V,V,4
9.74,19.99,0.905,K2V,V,4
9.8,3.68,0.455,F2V,V,4
5.8,66.92,0.635,G5IV,V,4
7.41,-0.08,1.52,K5II,II,1
8.83,7.85,0.555,G0V,V,4
7.63,20.56,0.517,F8V,V,4
7.83,7.7,0.553,F8V,V,4
9.34,6.72,0.471,F3V,V,4
8.79,3.13,0.979,K0III,III,2
8.65,15.8,0.637,G5V,V,4
9.36,6.94,0.626,G3V,V,4
9.01,9.22,0.582,G0V,V,4
6.51,5.62,0.181,A2III,III,2
9.15,0.14,1.157,K3III,III,2
9.21,3.51,1.328,K2III,III,2
7.15,14.1,0.964,K1III,III,2
7.23,7.09,1.17,K1III,III,2
7.34,5.54,1.122,K3III,III,2
9.23,6.47,0.455,F5V,V,4
8.45,4.8,1.035,K0III,III,2
8.53,6.13,0.848,G8V,V,4
8.96,7.19,0.483,F5V,V,4
5.36,5.55,1.559,M4III,III,2
6.81,8.31,1.225,K2III,III,2
6.39,24.65,0.424,F3V,V,4
7.8,9.31,0.458,F3V,V,4
8.63,17.2,0.569,F8V,V,4
9.49,7.26,0.524,F6V,V,4
8.48,4.19,1.2,K1III,III,2
6.95,8.7,0.561,F8IV,V,4
8.69,1.48,1.019,G8III,III,2
8.98,6.05,0.403,F3V,V,4
9.17,1.66,0.911,G6III,III,2
9.13,7.48,0.577,G1V,V,4
9.56,6.98,0.567,G0V,V,4
8.02,2.81,1.223,K2III,III,2
9.08,3.67,1.094,K1III,III,2
5.51,12.45,0.987,G8II,II,1
9.08,3.71,0.495,F7V,V,4
9.4,3.98,0.98,K0III,III,2
8.86,1.67,1.02,G8III,III,2
4.08,17.98,1.1,K1II,II,1
5.98,7.16,0.941,G8III,III,2
8.9,8.46,0.57,G0V,V,4
8.7,1.54,0.082,A2V,V,4
9.18,4.27,0.394,F0V,V,4
7.09,1.72,1.394,K2III,III,2
9.19,13.96,0.666,G3V,V,4
5.7,8.11,1.3,K3III,III,2
6.93,4.4,1.085,K0III,III,2
8.09,4.16,1.061,K2III,III,2
5.42,4.06,-0.066,B8III,III,2
9.11,6.69,0.753,G5V,V,4
6.51,17.41,0.521,F8V,V,4
7.59,7.39,0.313,F0IV,V,4
8.89,3.19,1.142,K1III,III,2
5.57,6.72,-0.058,B9V,V,4
8.89,16.87,0.774,G8V,V,4
5.86,14.65,1.01,K0IV,V,4
8.98,6.59,0.577,G0V,V,4
8.37,3.17,1.326,K2III,III,2
5.92,4.93,1.104,G8III,III,2
7.86,3.85,1.153,G8III,III,2
5.74,134.04,0.89,K2V,V,4
8.44,1.63,1.027,G8V,V,4
9.09,7.24,0.722,G5V,V,4
9.56,14.86,0.66,G5V,V,4
8.05,5.94,0.895,G8III,III,2
8.1,8.06,0.501,F6V,V,4
5.09,15.94,1.345,K5III,III,2
4.44,10.69,1.5,K5III,III,2
6.78,15.91,0.348,F0V,V,4
9.44,1.76,0.225,A5IV,V,4
7.87,4.97,1.061,K0III,III,2
8.36,3.98,0.879,G8IV,V,4
8.2,2.54,1.15,K0III,III,2
4.9,8.37,-0.091,B9III,III,2
8.15,8.93,0.354,F0V,V,4
6.28,8.4,0.897,G8III,III,2
7.59,6.41,0.972,K0III,III,2
9.29,3.11,1.068,K1III,III,2
8.97,5.62,0.508,F5V,V,4
8.82,0.36,0.538,B1II,II,1
7.58,3.55,-0.115,B8V,V,4
8.36,3.32,1.158,K0III,III,2
8.13,3.87,1.527,K4III,III,2
7.18,5.59,0.932,G8III,III,2
7.12,2.03,1.722,M2III,III,2
5.9,17.7,0.944,K0III,III,2
8.91,1.87,1.074,G8IV,V,4
9.05,2.02,1.131,K0V,V,4
8.73,2.15,1.098,K1III,III,2
8.85,3.21,1.039,G8III,III,2
5.59,10.02,1.325,K3III,III,2
8.68,5.87,0.485,F3V,V,4
6.27,3.8,0.132,A3IV,V,4
8.1,13.04,0.595,F6V,V,4
9.5,35.95,1.157,K5V,V,4
9.59,9.63,0.737,G5V,V,4
7.6,5.91,1.064,G8IV,V,4
7.6,1.69,1.414,K4III,III,2
7.19,3.15,1.558,M4III,III,2
9.12,8.27,0.672,G2V,V,4
8.72,4.76,0.462,F5V,V,4
9.02,3.5,1.043,K1III,III,2
8.88,7.88,0.689,G3V,V,4
7.94,16.94,0.522,F7V,V,4
7.23,5.47,1.096,K1III,III,2
9.59,11.07,0.846,K0V,V,4
7.98,18.41,0.562,F7V,V,4
7.83,13.06,0.483,F7V,V,4
7.67,6.81,0.958,G8III,III,2
8.47,9.52,0.433,F5V,V,4
7.74,4.91,1.172,K2III,III,2
7.21,5.19,0.903,G8III,III,2
8.97,8.71,0.609,G3V,V,4
5.24,13.06,0.356,F2III,III,2
9.26,10.13,0.705,G5V,V,4
9.04,4.36,0.515,F7V,V,4
6.86,25.74,0.447,F5V,V,4
6.38,15.0,0.307,F2IV,V,4
8.99,3.94,0.561,F6V,V,4
9.5,-0.18,1.147,K0III,III,2
8.74,11.1,0.601,G2V,V,4
6.39,7.27,1.069,K0III,III,2
7.14,19.09,0.593,G1V,V,4
9.73,5.78,0.566,F7V,V,4
9.71,20.84,0.857,K1V,V,4
8.93,7.95,0.602,F8V,V,4
9.83,5.65,0.528,F5V,V,4
9.51,5.4,0.566,G0V,V,4
7.93,2.81,1.013,K0III,III,2
8.95,65.81,1.29,K5V,V,4
9.03,5.83,0.522,F5V,V,4
7.14,2.43,1.028,K0III,III,2
8.66,2.34,1.05,K1III,III,2
8.62,7.19,0.402,F2V,V,4
9.88,4.66,0.42,F3V,V,4
7.82,0.01,1.093,K1III,III,2
9.21,3.24,0.373,A9V,V,4
8.06,7.28,0.347,F0V,V,4
9.08,4.98,0.835,G8IV,V,4
8.85,8.31,0.618,G1V,V,4
9.43,14.69,0.896,K1V,V,4
7.13,18.48,0.53,G0V,V,4
7.64,11.63,0.479,F6V,V,4
9.17,5.44,0.452,F5V,V,4
8.71,-2.76,0.336,B8V,V,4
9.37,3.39,1.06,K0III,III,2
8.15,7.16,0.486,F3V,V,4
8.46,3.31,0.98,K0III,III,2
8.98,2.35,1.018,K0III,III,2
7.68,4.07,1.154,K1III,III,2
7.28,10.73,0.493,F7V,V,4
7.56,13.5,0.676,G1V,V,4
8.09,1.91,1.304,K3III,III,2
7.93,7.28,0.436,F2V,V,4
5.47,6.52,1.275,K1III,III,2
8.55,8.32,0.645,G3V,V,4
8.74,5.79,0.65,G2V,V,4
8.65,1.64,1.221,K1III,III,2
10.34,3.51,0.396,F2V,V,4
8.17,3.12,1.048,K0III,III,2
6.7,4.31,0.028,A2V,V,4
8.42,4.18,1.05,G8III,III,2
9.28,3.33,0.563,F7V,V,4
7.76,19.44,0.576,F7IV,V,4
9.11,11.82,0.571,G0V,V,4
4.78,6.28,1.55,M0III,III,2
7.15,71.01,0.936,K2V,V,4
9.05,4.73,0.909,G8IV,V,4
4.8,53.85,0.54,F8V,V,4
9.3,4.14,0.439,F2V,V,4
7.27,2.67,1.498,K3III,III,2
9.46,7.27,0.478,F3V,V,4
6.44,13.43,0.439,F3V,V,4
8.36,7.54,0.38,F0V,V,4
9.08,6.43,0.381,F0V,V,4
7.78,3.24,0.105,A0V,V,4
8.49,5.91,0.431,F2V,V,4
9.17,5.19,0.546,F5V,V,4
8.92,21.15,0.722,G6V,V,4
8.69,17.16,0.642,G5V,V,4
6.7,7.28,0.872,K0III,III,2
5.73,5.32,1.574,M4III,III,2
9.69,8.37,0.504,F8V,V,4
7.33,5.78,1.033,K1III,III,2
8.67,2.84,0.294,F0III,III,2
9.26,11.01,0.672,G5V,V,4
8.56,8.24,0.425,F3V,V,4
7.6,3.27,1.14,K0III,III,2
6.82,5.58,0.962,G8III,III,2
8.87,8.34,0.43,F2V,V,4
7.26,5.48,1.061,K0III,III,2
7.64,3.49,1.261,K1III,III,2
8.94,14.46,0.816,K0V,V,4
8.97,6.46,1.047,K1III,III,2
8.91,-0.24,1.269,K2III,III,2
8.63,6.1,0.41,F2IV,V,4
6.15,8.6,0.911,G5IV,V,4
7.92,12.43,0.483,F7V,V,4
9.32,5.98,0.48,F3V,V,4
8.45,7.37,0.435,F3V,V,4
8.78,3.23,1.048,K0III,III,2
9.16,8.84,0.638,G2V,V,4
5.59,13.3,0.105,A4V,V,4
5.46,25.69,1.012,K1IV,V,4
7.43,5.34,1.061,K2III,III,2
6.68,20.41,0.987,K0IV,V,4
4.83,8.02,1.216,K2III,III,2
5.45,15.52,1.095,G7III,III,2
8.44,3.0,0.068,B3V,V,4
8.29,6.31,0.4,F7V,V,4
7.59,12.66,0.481,F5V,V,4
7.96,5.1,1.005,K0III,III,2
7.92,20.24,0.991,K0IV,V,4
6.73,18.77,0.5,F6V,V,4
6.19,5.64,1.546,M4III,III,2
7.07,6.46,1.013,K0III,III,2
8.67,12.22,0.7,G5V,V,4
7.89,3.59,1.306,K4III,III,2
5.88,6.54,1.52,K5III,III,2
9.48,0.22,1.141,G8II,II,1
9.42,32.77,1.163,K4III,III,2
8.33,5.61,1.092,K1III,III,2
9.06,1.28,0.57,G3V,V,4
9.72,6.07,0.57,F8V,V,4
10.02,4.88,0.629,G1V,V,4
8.44,3.43,1.217,K1III,III,2
6.08,11.94,0.133,A5IV,V,4
8.98,4.23,0.483,F5V,V,4
5.35,6.24,1.505,K4III,III,2
8.18,16.72,0.53,F7V,V,4
9.02,3.32,1.121,K1III,III,2
9.76,6.53,0.446,F3V,V,4
6.46,6.51,0.962,G8II,II,1
6.2,6.56,1.376,K3III,III,2
8.02,1.83,0.072,B8II,II,1
7.74,14.27,0.47,F6IV,V,4
9.27,6.55,0.351,F0V,V,4
8.5,12.24,0.573,F8V,V,4
10.1,20.42,0.942,K5V,V,4
7.17,22.34,0.808,G8IV,V,4
10.58,0.91,-0.057,B9V,V,4
8.13,3.01,0.971,K0III,III,2
8.45,3.45,0.964,G8III,III,2
9.0,5.7,0.5,F7IV,V,4
8.67,5.3,0.428,F2V,V,4
7.81,4.86,0.942,K0III,III,2
9.38,7.63,0.643,G5V,V,4
9.85,4.39,0.652,G3V,V,4
8.77,3.59,1.157,K2III,III,2
7.7,3.29,1.467,MIII,III,2
8.76,4.56,0.508,F5V,V,4
3.86,23.93,0.13,A5V,V,4
7.84,3.35,0.018,B9V,V,4
8.52,6.51,0.403,F2V,V,4
5.56,5.31,-0.054,B8V,V,4
8.12,2.36,1.496,M0III,III,2
9.65,9.88,0.499,F6V,V,4
9.12,41.45,1.025,K4V,V,4
7.94,11.39,0.546,F7V,V,4
10.01,3.08,0.537,F6IV,V,4
8.84,8.87,0.517,F6V,V,4
9.5,51.66,1.299,K7V,V,4
6.44,5.67,0.94,G8IV,V,4
8.86,3.62,0.154,A5V,V,4
7.39,6.16,1.086,K0III,III,2
9.21,7.62,0.404,F2V,V,4
9.11,5.24,0.79,G8V,V,4
7.02,8.41,1.099,K2III,III,2
8.61,3.09,1.039,K0III,III,2
8.61,11.16,0.572,F8V,V,4
8.15,0.47,1.376,K2III,III,2
6.92,7.64,0.082,A2V,V,4
8.79,5.56,0.314,F0V,V,4
6.1,7.42,1.028,K2III,III,2
8.41,2.53,1.342,K2III,III,2
7.6,11.98,0.418,F2V,V,4
9.98,-1.96,0.343,F2V,V,4
7.74,2.08,1.11,K0III,III,2
5.44,4.63,1.076,G6III,III,2
7.17,3.81,0.823,G3III,III,2
8.76,-0.82,1.483,M3III,III,2
